colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,0 ,5,0 ,0 ,0 ,9,0 ,0 ,2,2,0 ,0 ,2,2,1,1,1,1,0 ,0 ,3,3,0 ,0 ,1,1,1,2,2,1,1,3,3,1,2,2,2,2,2,2,2,2,0 ,3,3,1,0 ,2,2,1,0 ,0 ,0 ,2,0 ,0 ,0 ,2",10-Apr,2899,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,1,1,3,2,0 ,0 ,0 ,0 ,0 ,2,3,1,2,0 ,7,2,1,6,6,2,2,2,2,2,6,6,1,2,10",15,15,http://static.nonograms.org/files/nonograms/large/naushniki2_12_1_1p.png,Headphones
"0 ,0 ,3,0 ,0 ,5,1,2,1,1,2,2,1,1,3,0 ,2,1,0 ,2,1,0 ,1,1,0 ,2,1,0 ,2,1,0 ,1,1,1,2,1,0 ,2,2,0 ,1,1,0 ,0 ,2",10-Apr,9988,"0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,4,1,2,0 ,0 ,0 ,0 ,4,1,1,2,0 ,5,5,5,2,1,1,2,12",15,8,http://static.nonograms.org/files/nonograms/large/bulavka_12_1_1p.png,Pin
"0 ,0 ,5,0 ,2,3,1,1,2,1,1,1,1,1,1,4,2,1,2,2,3,0 ,3,3,0 ,2,4,0 ,1,4,0 ,0 ,5,0 ,0 ,5,0 ,0 ,6,0 ,2,2,0 ,2,3",10-Mar,18819,"0 ,0 ,0 ,2,2,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,2,0 ,3,0 ,0 ,0 ,2,5,3,1,7,3,4,1,4,3,1,3,4,5,1,11,4",15,10,http://static.nonograms.org/files/nonograms/large/oficiant8_12_1_1p.png,Waiter
"0 ,3,1,0 ,5,1,3,1,1,0 ,3,3,0 ,3,1,0 ,1,1,0 ,1,1,0 ,1,1,0 ,2,1,0 ,0 ,4,0 ,0 ,3,0 ,0 ,3,0 ,3,1,0 ,2,2,0 ,2,3",10-Mar,16058,"1,5,8,0 ,1,0 ,0 ,0 ,0 ,0 ,6,3,4,4,1,0 ,1,0 ,1,0 ,2,3,1,4,4,2,1,3,1,1",15,10,http://static.nonograms.org/files/nonograms/large/neznakomec_12_1_1p.png,Smoking Stranger
"0 ,0 ,0 ,3,0 ,0 ,0 ,3,0 ,0 ,0 ,1,0 ,0 ,0 ,7,1,1,1,1,0 ,1,2,1,1,1,1,1,0 ,1,1,1,0 ,0 ,5,4,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,1",10-Mar,7453,"0 ,0 ,1,0 ,0 ,1,0 ,2,2,0 ,0 ,1,1,1,2,3,6,1,1,0 ,4,1,1,1,1,6,1,1,1,5",15,10,http://static.nonograms.org/files/nonograms/large/pochtoviy_yashik_12_1_1p.png,Mailbox
"0 ,0 ,1,1,0 ,0 ,0 ,7,0 ,0 ,0 ,9,2,1,1,3,2,1,1,2,2,1,1,2,0 ,0 ,4,1,0 ,0 ,0 ,7,0 ,0 ,0 ,6,2,1,1,3,2,1,1,3,0 ,4,1,3,0 ,0 ,0 ,8,0 ,0 ,0 ,6,0 ,0 ,1,1",10-Mar,4740,"0 ,0 ,2,0 ,2,0 ,2,0 ,0 ,0 ,5,7,2,0 ,2,0 ,2,3,4,3,3,4,3,15,2,15,2,7,5,3",15,10,http://static.nonograms.org/files/nonograms/large/dollar2_12_1_1p.png,Dollar
"0 ,0 ,3,0 ,1,2,0 ,0 ,2,0 ,2,2,1,1,2,1,1,1,0 ,1,6,0 ,3,4,0 ,3,4,0 ,0 ,6,0 ,0 ,1,0 ,0 ,1,0 ,0 ,1,0 ,0 ,1,0 ,0 ,2",10-Apr,4632,"0 ,0 ,0 ,0 ,1,0 ,3,1,2,0 ,0 ,0 ,1,1,1,2,4,2,2,1,1,5,2,2,1,6,1,4,4,5",15,10,http://static.nonograms.org/files/nonograms/large/straus6_12_1_1p.png,Ostrich
"0 ,0 ,4,0 ,1,1,0 ,1,1,0 ,0 ,6,0 ,4,1,0 ,6,3,0 ,1,1,0 ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0 ,0 ,6,0 ,0 ,4,0 ,0 ,8",10-Apr,7488,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,3,0 ,1,1,0 ,1,0 ,0 ,0 ,2,1,0 ,3,1,4,1,2,0 ,0 ,3,2,8,2,1,2,2,3,0 ,1,1,1,3,4,5,3,1,1,1",15,10,http://static.nonograms.org/files/nonograms/large/lampa4_12_1_1p.png,Lamp
"0 ,0 ,0 ,6,0 ,0 ,0 ,8,0 ,0 ,0 ,8,0 ,0 ,0 ,8,0 ,0 ,0 ,8,0 ,0 ,0 ,8,0 ,0 ,0 ,10,0 ,0 ,1,1,0 ,0 ,3,3,2,1,1,2,0 ,2,2,2,0 ,0 ,1,1,0 ,1,4,1,0 ,0 ,2,2,0 ,0 ,0 ,6",10-Mar,1756,"0 ,0 ,0 ,7,7,7,7,0 ,0 ,0 ,0 ,0 ,7,2,1,1,2,7,0 ,0 ,1,0 ,1,1,1,1,1,1,0 ,1,2,13,2,1,1,1,1,2,13,2",15,10,http://static.nonograms.org/files/nonograms/large/muzhchina_12_1_1p.png,Man
"0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,2,1,0 ,0 ,0 ,3,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,5,1,0 ,0 ,0 ,7,1,1,1,1,1,1,0 ,0 ,0 ,9,1,1,1,1,1,1,0 ,0 ,0 ,9,1,0 ,1,1,1,1,0 ,0 ,0 ,0 ,7,0 ,1,1,1,1,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,3",10-Apr,13309,"0 ,0 ,0 ,0 ,2,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,2,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,0 ,1,2,0 ,0 ,0 ,0 ,3,1,0 ,1,1,1,3,0 ,0 ,0 ,0 ,1,1,2,1,1,1,1,2,0 ,0 ,4,2,1,11,2,11,1,2,4,2,3",15,11,http://static.nonograms.org/files/nonograms/large/granata2_12_1_1p.png,Grenade
"0 ,0 ,3,3,2,1,1,2,0 ,2,1,2,0 ,2,1,2,0 ,2,1,2,0 ,0 ,0 ,5,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,0 ,1,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,4,4",10-Mar,7472,"0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,2,4,2,1,1,0 ,1,1,2,4,2,3,3,3,5,4,4,4,5,3,3,3,4,5,5,5,5,1,5,5,5,5,4",15,11,http://static.nonograms.org/files/nonograms/large/podarok7_12_1_1p.png,Gift
"0 ,2,2,1,3,1,4,1,0 ,6,0 ,6,0 ,6,0 ,6,0 ,6,0 ,8,1,1,1,1,1,1,0 ,10,2,6",10-Mar,4666,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,7,8,9,10,6,9,0 ,0 ,2,6,1,1,2,2,2,2,6,2",15,10,http://static.nonograms.org/files/nonograms/large/pomada2_12_1_1p.png,Lipstick
"0 ,5,0 ,7,0 ,8,6,1,0 ,5,0 ,5,2,1,0 ,5,0 ,6,2,2,2,1,5,2,0 ,9,0 ,7,0 ,4",10-Mar,9990,"0 ,0 ,4,5,0 ,5,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,10,1,4,3,3,2,1,6,10,3,3,4,4,3,3,2,2,2",15,11,http://static.nonograms.org/files/nonograms/large/luna_12_1_1p.png,The moon
"0 ,0 ,5,0 ,0 ,7,0 ,0 ,7,1,1,1,1,1,1,0 ,2,2,0 ,0 ,3,0 ,1,1,2,3,2,0 ,4,4,0 ,4,4,0 ,0 ,3,0 ,3,3,0 ,4,4,0 ,2,2",10-Mar,9040,"0 ,0 ,0 ,3,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,1,3,5,3,1,0 ,0 ,0 ,0 ,0 ,4,1,2,1,2,1,4,0 ,0 ,2,3,2,2,1,1,1,2,2,3,2,2,2,2,2,3,1,3,2,2,2,2",15,11,http://static.nonograms.org/files/nonograms/large/cherep_i_kosti_12_1_1p.png,Skull and bones
"0 ,0 ,0 ,1,0 ,0 ,0 ,5,0 ,0 ,0 ,4,0 ,0 ,0 ,2,0 ,0 ,1,1,0 ,0 ,0 ,4,0 ,2,1,2,3,1,1,1,1,1,4,1,1,2,1,1,0 ,5,2,1,0 ,1,2,2,1,1,1,1,0 ,0 ,1,3,0 ,0 ,4,3",10-Jun,16315,"0 ,0 ,0 ,0 ,1,2,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,2,5,1,2,0 ,1,0 ,0 ,0 ,1,2,1,1,3,1,3,3,1,0 ,2,4,2,1,1,1,1,1,5,2,1,5",15,12,http://static.nonograms.org/files/nonograms/large/molitva_12_1_1p.png,Prayer
"0 ,0 ,1,0 ,0 ,2,0 ,4,1,0 ,3,2,0 ,2,4,0 ,2,3,0 ,0 ,2,0 ,0 ,2,0 ,2,2,0 ,3,3,4,2,3,2,3,1,0 ,1,2,0 ,0 ,4,0 ,0 ,4",10-Apr,10874,"0 ,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6,2,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,1,3,2,2,2,2,2,3,3,0 ,1,2,3,2,4,2,5,3,3,3,1,1",15,12,http://static.nonograms.org/files/nonograms/large/gollandskie_motivi_12_1_1p.png,Dutch motifs
"0 ,1,1,0 ,1,1,0 ,0 ,1,0 ,1,1,0 ,1,1,0 ,1,1,0 ,0 ,10,0 ,0 ,12,2,1,1,2,1,1,2,2,1,0 ,2,3,0 ,2,2,0 ,0 ,7,0 ,0 ,5",10-Mar,2144,"0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,4,2,4,2,2,0 ,1,0 ,4,6,4,3,2,2,2,3,4,6,1,4",15,12,http://static.nonograms.org/files/nonograms/large/kruzhka_12_1_1p.png,Cup
"0 ,3,0 ,3,0 ,1,0 ,1,0 ,1,6,6,5,5,4,4,2,2,1,1,5,2,1,1,3,3,5,5,6,6",10-Mar,21367,"0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,3,2,1,0 ,2,0 ,3,3,0 ,0 ,5,4,1,1,1,1,5,1,2,1,1,4,5,4,3,3,2,2,1,1,1,2,2,3,3,4",15,13,http://static.nonograms.org/files/nonograms/large/yula4_12_1_1p.png,Whirligig
"0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,1,1,2,0 ,0 ,0 ,2,1,2,0 ,0 ,0 ,1,1,2,0 ,0 ,0 ,2,1,2,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,13,1,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,9",10-Mar,20144,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,1,2,1,2,0 ,0 ,0 ,0 ,3,3,1,1,0 ,1,1,2,1,2,0 ,0 ,0 ,1,1,1,1,13,1,1,1,1,1,3,1,2,1,3,1,3,1,3,1,3,1,2,1",15,13,http://static.nonograms.org/files/nonograms/large/parusnik41_12_1_1p.png,Sailboat
"0 ,0 ,3,0 ,1,1,0 ,0 ,3,0 ,0 ,1,0 ,0 ,5,0 ,0 ,1,0 ,0 ,1,1,1,1,3,1,3,1,1,1,2,3,2,0 ,0 ,11,0 ,0 ,9,0 ,0 ,5,0 ,0 ,1",10-Mar,12709,"0 ,0 ,0 ,0 ,0 ,3,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,1,1,1,1,0 ,1,0 ,0 ,1,5,3,2,3,4,13,4,3,2,3,5,1",15,13,http://static.nonograms.org/files/nonograms/large/yakor5_12_1_1p.png,Anchor
"0 ,0 ,2,2,0 ,0 ,3,3,1,2,2,1,0 ,1,7,1,0 ,0 ,0 ,13,0 ,2,5,2,0 ,2,7,2,0 ,2,5,2,0 ,0 ,0 ,13,0 ,0 ,0 ,13,0 ,1,3,1,0 ,1,1,1,0 ,0 ,2,2,0 ,0 ,3,3,0 ,0 ,0 ,7",10-Mar,6277,"0 ,0 ,2,3,0 ,0 ,0 ,0 ,0 ,3,2,0 ,0 ,0 ,2,1,1,0 ,0 ,0 ,0 ,0 ,1,1,2,0 ,0 ,6,2,2,7,8,9,8,7,2,2,6,0 ,13,2,1,2,1,1,1,1,1,2,1,2,13",15,13,http://static.nonograms.org/files/nonograms/large/lisenok4_12_1_1p.png,Fox
"0 ,0 ,0 ,1,0 ,0 ,1,1,0 ,0 ,1,3,0 ,0 ,1,3,0 ,1,3,5,1,4,3,1,4,2,2,1,2,2,1,2,1,2,1,3,0 ,0 ,2,3,0 ,1,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,3,3",10-Mar,13243,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,0 ,0 ,0 ,0 ,0 ,0 ,2,5,0 ,3,7,1,3,1,0 ,1,9,2,2,1,1,13,1,5,1,1,3,5",15,13,http://static.nonograms.org/files/nonograms/large/ricar11_12_1_1p.png,Knight
"0 ,0 ,0 ,1,0 ,0 ,0 ,3,0 ,0 ,0 ,5,0 ,0 ,0 ,2,0 ,0 ,0 ,3,0 ,0 ,8,1,0 ,0 ,9,1,0 ,0 ,10,1,0 ,9,2,1,1,1,1,2,1,1,1,2,1,1,1,1,0 ,1,1,1,0 ,1,1,1,0 ,0 ,1,1",10-Apr,2837,"0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,0 ,0 ,0 ,0 ,0 ,5,3,0 ,5,1,0 ,3,1,2,12,7,5,4,4,1,3,5,1,4,3",15,14,http://static.nonograms.org/files/nonograms/large/loshad5_12_1_1p.png,Horse
"1,1,2,2,2,2,2,2,1,1,0 ,3,0 ,3,1,3,0 ,7,0 ,7,0 ,8,0 ,9,0 ,9,1,4,1,5",10-Mar,16884,"0 ,0 ,2,8,4,0 ,5,5,0 ,0 ,0 ,0 ,0 ,4,7,1,1,7,6,1,1,7,6,6,4,2",15,13,http://static.nonograms.org/files/nonograms/large/zayac28_12_1_1p.png,Hare
"0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,4,4,0 ,0 ,0 ,3,3,0 ,1,2,2,1,0 ,1,1,1,1,1,2,1,2,1,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,4,3,0 ,0 ,0 ,3,3,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,3,3",10-Mar,5583,"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,0 ,1,0 ,1,2,0 ,0 ,0 ,0 ,8,0 ,3,1,1,1,1,1,3,0 ,8,0 ,3,2,4,2,1,1,1,1,1,1,4,2,3,2,2,8,3,1,1,1,1,1,3,8,2,2",15,13,http://static.nonograms.org/files/nonograms/large/panda9_12_1_1p.png,Panda
"0 ,0 ,4,0 ,0 ,6,0 ,8,3,0 ,1,9,0 ,0 ,11,0 ,8,2,0 ,10,1,0 ,5,5,3,2,4,1,2,3,0 ,2,2,0 ,2,1,0 ,0 ,3,0 ,0 ,2,0 ,0 ,3",10-Mar,2548,"0 ,0 ,3,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,5,4,8,7,0 ,0 ,0 ,3,3,4,0 ,3,4,1,3,5,5,9,6,6,4,5,4,4",15,13,http://static.nonograms.org/files/nonograms/large/palmochka_12_1_1p.png,Palm tree
"0 ,0 ,1,1,0 ,0 ,2,2,0 ,0 ,0 ,8,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0 ,3,4,3,0 ,0 ,0 ,12,0 ,0 ,0 ,10,0 ,0 ,0 ,6",10-Mar,19718,"0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,3,4,1,0 ,1,1,0 ,1,4,3,0 ,0 ,5,7,3,2,3,13,4,4,13,3,2,3,7,5",15,14,http://static.nonograms.org/files/nonograms/large/arfa2_12_1_1p.png,Harp
"0 ,0 ,3,0 ,0 ,3,0 ,0 ,14,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,0 ,1,1,0 ,0 ,14,0 ,0 ,14,0 ,1,1,0 ,0 ,4,0 ,0 ,8",10-Mar,11193,"0 ,0 ,0 ,0 ,0 ,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,3,2,2,3,3,0 ,0 ,0 ,0 ,1,1,2,3,2,2,2,2,3,2,3,3,1,10,2,2,1,1,2,2,2,2,1,1,2,2,10",15,14,http://static.nonograms.org/files/nonograms/large/planshet_12_1_1p.png,The tablet
"0 ,1,2,1,2,1,3,1,3,2,4,2,4,2,5,3,5,3,6,3,6,4,7,5,0 ,1,0 ,14,0 ,12",10-Feb,2995,"0 ,1,3,5,7,9,11,0 ,0 ,11,8,5,2,1,1,2,2,2,2,2,2,15,2,2,2,2,2,1",15,14,http://static.nonograms.org/files/nonograms/large/korabl4_12_1_1p.png,Ship
"0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,4,5,0 ,0 ,0 ,2,4,0 ,0 ,0 ,3,6,0 ,0 ,2,1,4,0 ,0 ,0 ,2,3,0 ,0 ,0 ,2,4,0 ,0 ,1,3,1,1,1,1,5,1,0 ,2,2,2,1,0 ,0 ,5,2,1,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,2",10-Apr,2128,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,3,0 ,4,0 ,3,0 ,0 ,0 ,0 ,0 ,3,1,0 ,0 ,2,1,4,1,4,1,2,6,6,7,9,4,1,1,4,2,1,1,1,2,2,1,1,2,3,2,2,2,7",15,15,http://static.nonograms.org/files/nonograms/large/loshad3_12_1_1p.png,Horse
"0 ,0 ,1,0 ,0 ,3,0 ,1,3,0 ,0 ,3,0 ,0 ,3,0 ,0 ,4,0 ,0 ,6,0 ,0 ,7,0 ,0 ,8,0 ,0 ,7,0 ,0 ,7,2,1,1,2,1,1,2,1,1,0 ,2,5",10-Mar,5709,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,6,0 ,8,0 ,1,0 ,1,2,2,2,2,3,1,9,1,14,1,9,3,1",15,14,http://static.nonograms.org/files/nonograms/large/ptichka9_12_1_1p.png,Bird
"0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,0 ,3,3,0 ,0 ,2,2,0 ,0 ,2,2,0 ,1,7,1,1,1,1,1,1,2,2,1,0 ,4,3,4,0 ,2,5,2,0 ,2,5,2,0 ,2,5,2,0 ,2,3,2,0 ,0 ,2,2,0 ,0 ,0 ,15",10-Mar,917,"0 ,0 ,0 ,0 ,0 ,2,2,2,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,2,1,1,1,1,1,2,2,3,0 ,0 ,0 ,5,1,2,3,3,5,5,5,3,3,2,1,5,0 ,15,7,1,1,1,1,1,1,1,1,1,1,1,7,15",15,15,http://static.nonograms.org/files/nonograms/large/43_12_1_1p.png,Phone
"1,2,3,4,5,6,7,8,9,10,15,1,14,12,10",10-Feb,787,"1,1,1,1,0 ,10,9,8,7,6,5,4,3,2,0 ,1,2,3,3,15,3,3,3,3,3,3,3,2,1,1",15,15,http://static.nonograms.org/files/nonograms/large/1970_12_1_1p.png,Boat
"1,1,1,1,1,1,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,8,6,0 ,0 ,0 ,2,7,2,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,1,1,0 ,0 ,2,2,2,2,0 ,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,2,2",10-Apr,1066,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,0 ,1,0 ,1,0 ,1,0 ,1,0 ,0 ,0 ,0 ,1,0 ,1,1,1,0 ,1,1,1,0 ,1,0 ,0 ,1,0 ,2,1,4,3,1,3,1,3,4,1,2,0 ,1,1,2,3,3,1,1,5,3,4,1,1,3,3,2,1",15,15,http://static.nonograms.org/files/nonograms/large/vertolet2_12_1_1p.png,Helicopter
"0 ,0 ,0 ,3,0 ,0 ,4,2,0 ,0 ,6,6,0 ,6,2,1,1,4,2,1,0 ,6,3,2,0 ,0 ,6,7,0 ,0 ,6,8,0 ,0 ,1,10,0 ,0 ,1,10,0 ,0 ,1,10,1,1,4,4,0 ,3,4,4,0 ,0 ,4,4,0 ,0 ,4,4",10-Mar,215,"0 ,0 ,3,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,7,0 ,0 ,5,2,0 ,0 ,1,1,1,1,0 ,1,11,1,2,7,15,7,8,14,9,6,9,9,10,12",15,15,http://static.nonograms.org/files/nonograms/large/slon_12_1_1p.png,Elephant
"0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,9,1,0 ,0 ,0 ,9,2,0 ,0 ,9,1,1,0 ,0 ,1,2,2,1,5,1,1,1,1,1,1,2,2,1,3,1,1,1,0 ,1,1,2,2,1,1,1,1,1,0 ,1,2,1,1,1,1,1,1,1,0 ,0 ,1,2,2,0 ,0 ,0 ,9,3",10-Apr,827,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,5,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,3,4,3,1,5,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,2,2,1,1,1,3,5,0 ,1,1,1,11,0 ,0 ,11,1,1,1,1,1,1,1,15,1,1,1,1,2,4",15,15,http://static.nonograms.org/files/nonograms/large/1104_12_1_1p.png,Mystery
"0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,6,6,0 ,0 ,0 ,0 ,0 ,15,1,2,1,2,1,1,0 ,2,2,1,1,1,0 ,2,3,2,1,1,0 ,0 ,1,3,3,1,0 ,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,0 ,0 ,7,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,1",10-Mar,640,"0 ,2,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,2,0 ,4,2,2,2,4,0 ,4,6,2,0 ,5,1,2,3,12,7,7,7,7,7,12,3,2,1,5",15,15,http://static.nonograms.org/files/nonograms/large/171_12_1_1p.png,I Love You
"0 ,0 ,2,2,0 ,1,1,2,0 ,0 ,5,1,0 ,0 ,6,3,0 ,0 ,6,3,0 ,0 ,1,3,0 ,0 ,6,4,0 ,0 ,7,4,0 ,0 ,7,4,0 ,0 ,7,4,0 ,0 ,1,1,5,1,1,2,0 ,0 ,0 ,12,0 ,0 ,0 ,10,0 ,0 ,0 ,8",10-Mar,166,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,3,0 ,3,3,0 ,0 ,1,1,1,0 ,0 ,0 ,3,4,4,4,0 ,4,4,0 ,0 ,7,7,4,1,1,1,2,3,3,3,15,3,3,3,15,3,3,2",15,15,http://static.nonograms.org/files/nonograms/large/fregat_12_1_1p.png,Brigantine
"0 ,0 ,2,0 ,2,4,0 ,2,4,0 ,2,2,0 ,2,3,0 ,2,2,2,4,2,2,6,2,0 ,3,10,0 ,0 ,14,0 ,0 ,14,0 ,0 ,12,0 ,0 ,11,0 ,3,2,0 ,2,3",10-Mar,151,"7,0 ,2,2,1,0 ,0 ,0 ,0 ,0 ,0 ,4,12,3,0 ,2,12,6,4,5,6,7,7,7,7,8,7,1,7,2",15,15,http://static.nonograms.org/files/nonograms/large/dino_12_1_1p.png,Dinosaur
"0 ,0 ,0 ,2,0 ,0 ,2,2,0 ,0 ,4,2,0 ,0 ,2,1,1,1,1,1,2,2,1,1,0 ,0 ,8,1,0 ,0 ,9,2,0 ,0 ,6,1,0 ,0 ,6,1,0 ,0 ,6,1,0 ,0 ,3,5,1,1,1,2,2,1,1,1,0 ,0 ,2,2",10-Apr,18170,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,1,1,0 ,1,3,0 ,0 ,0 ,0 ,6,0 ,5,5,7,3,1,0 ,1,4,1,2,5,8,1,7,1,1,5,1,1,2,5,1,2",15,14,http://static.nonograms.org/files/nonograms/large/lyubopitnaya_mordaha_12_1_1p.png,Curious muzzle
"0 ,0 ,6,0 ,0 ,9,0 ,0 ,11,0 ,0 ,12,2,3,4,1,2,5,1,2,5,2,3,5,0 ,6,6,0 ,0 ,14,0 ,0 ,13,0 ,0 ,11,0 ,0 ,10,0 ,0 ,8,0 ,0 ,5",10-Mar,16836,"0 ,2,2,3,0 ,0 ,5,4,4,0 ,0 ,0 ,0 ,0 ,7,5,5,7,15,15,6,6,7,14,13,12,9,5",15,14,http://static.nonograms.org/files/nonograms/large/kolobok7_12_1_1p.png,Bounce tales
